district,bedrooms,bathrooms,price_vnd,area_m2,price_per_m2
Long Biên,0,0,10.0,52.0,192307692.30769232
Hoàng Mai,0,0,5.0,35.0,142857142.85714287
Thanh Xuân,0,0,6.0,71.0,84507042.25352113
Hà Đông,0,0,15.0,50.0,300000000.0
Thanh Xuân,0,0,8.0,52.0,153846153.84615386
Gia Lâm,0,0,7.0,58.0,120689655.1724138
Long Biên,0,0,5.0,89.0,56179775.28089888
Hoàng Mai,0,0,6.0,65.0,92307692.3076923
Hoàng Mai,0,0,6.0,65.0,92307692.3076923
Cầu Giấy,0,0,2.0,38.0,52631578.94736842
Hai Bà Trưng,0,0,48.0,150.0,320000000.0
Hà Đông,0,0,7.0,142.0,49295774.64788733
Hai Bà Trưng,0,0,90.0,120.0,750000000.0
Nam Từ Liêm,0,0,9.0,106.0,84905660.3773585
Nam Từ Liêm,0,0,3.0,54.0,55555555.55555555
Cầu Giấy,0,0,8.0,93.0,86021505.37634408
Hoàng Mai,0,0,14.0,65.0,215384615.3846154
Nam Từ Liêm,0,0,42.0,80.0,525000000.0
Cầu Giấy,0,0,7.0,83.0,84337349.39759035
Nam Từ Liêm,0,0,22.0,55.0,400000000.0
Long Biên,0,0,4.0,77.0,51948051.948051944
Ba Đình,0,0,10.0,126.0,79365079.36507936
Nam Từ Liêm,0,0,4.0,105.0,38095238.0952381
Nam Từ Liêm,0,0,2.0,43.0,46511627.906976745
Hoàng Mai,0,0,13.0,52.0,250000000.0
Hà Đông,0,0,26.0,63.0,412698412.6984127
Cầu Giấy,0,0,34.0,72.0,472222222.2222222
Thanh Xuân,0,0,9.0,105.0,85714285.71428572
Cầu Giấy,0,0,10.0,40.0,250000000.0
Hà Đông,0,0,16.0,67.0,238805970.14925373
Hai Bà Trưng,0,0,24.0,85.0,282352941.1764706
Đống Đa,0,0,8.0,19.0,421052631.57894737
Hai Bà Trưng,0,0,25.0,85.0,294117647.0588235
Hoàng Mai,0,0,6.0,50.0,120000000.0
Cầu Giấy,0,0,7.0,115.0,60869565.217391305
Long Biên,0,0,10.0,50.0,200000000.0
Gia Lâm,0,0,29.0,104.0,278846153.84615386
Hai Bà Trưng,0,0,26.0,37.0,702702702.7027028
Gia Lâm,0,0,16.0,83.0,192771084.33734939
Hà Đông,0,0,21.0,95.0,221052631.57894737
Thanh Xuân,0,0,6.0,81.0,74074074.07407407
Hà Đông,0,0,5.0,91.0,54945054.94505495
Ba Đình,0,0,6.0,36.0,166666666.66666666
Hai Bà Trưng,0,0,48.0,148.0,324324324.3243243
Nam Từ Liêm,0,0,5.0,120.0,41666666.666666664
Gia Lâm,0,0,30.0,145.0,206896551.72413793
Thanh Xuân,0,0,5.0,65.0,76923076.92307693
Thanh Xuân,0,0,4.0,35.0,114285714.28571428
Nam Từ Liêm,0,0,0.37,145.0,2551724.1379310344
Đông Anh,0,0,20.0,62.0,322580645.16129035
Gia Lâm,0,0,4.0,50.0,80000000.0
Đống Đa,0,0,2.0,12.0,166666666.66666666
Hà Đông,0,0,10.0,54.0,185185185.1851852
Thanh Xuân,0,0,49.0,100.0,490000000.0
Hà Đông,0,0,6.0,122.0,49180327.86885246
Nam Từ Liêm,0,0,4.0,62.0,64516129.03225806
Đống Đa,0,0,3.0,16.0,187500000.0
Hai Bà Trưng,0,0,24.0,75.0,320000000.0
Hoài Đức,0,0,3.0,68.0,44117647.058823526
Gia Lâm,0,0,17.0,480.0,35416666.666666664
Cầu Giấy,0,0,6.0,120.0,50000000.0
Thanh Xuân,0,0,4.0,34.0,117647058.8235294
Đống Đa,0,0,2.0,19.0,105263157.89473684
Gia Lâm,0,0,6.0,60.0,100000000.0
Hai Bà Trưng,0,0,7.0,38.0,184210526.31578946
Hoài Đức,0,0,0.14,125.0,1120000.0
Nam Từ Liêm,0,0,5.0,76.0,65789473.684210524
Thanh Xuân,0,0,6.0,92.0,65217391.30434783
Hà Đông,0,0,28.0,175.0,160000000.0
Thanh Xuân,0,0,5.0,66.0,75757575.75757575
Quốc Oai,0,0,2.0,75.0,26666666.666666668
Đống Đa,0,0,3.0,20.0,150000000.0
Nam Từ Liêm,0,0,2.0,43.0,46511627.906976745
Hà Đông,0,0,3.0,59.0,50847457.62711865
Thanh Xuân,0,0,5.0,72.0,69444444.44444445
Thanh Xuân,0,0,6.0,71.0,84507042.25352113
Cầu Giấy,0,0,10.0,130.0,76923076.92307693
Hoài Đức,0,0,6.0,114.0,52631578.94736842
Thanh Xuân,0,0,9.0,105.0,85714285.71428572
Thanh Xuân,0,0,7.0,85.0,82352941.1764706
Nam Từ Liêm,0,0,65.0,150.0,433333333.3333333
Sơn Tây,0,0,3.0,150.0,20000000.0
Cầu Giấy,0,0,5.0,53.0,94339622.64150943
Thanh Xuân,0,0,8.0,100.0,80000000.0
Hà Đông,0,0,4.0,90.0,44444444.44444445
Long Biên,0,0,4.0,53.0,75471698.11320755
Hà Đông,0,0,33.0,212.0,155660377.35849056
Hoài Đức,0,0,22.0,183.0,120218579.23497267
Long Biên,0,0,3.0,52.0,57692307.692307696
Nam Từ Liêm,0,0,1.0,28.0,35714285.71428572
Thanh Xuân,0,0,5.0,55.0,90909090.9090909
Cầu Giấy,0,0,7.0,55.0,127272727.27272727
Hoài Đức,0,0,23.0,177.0,129943502.82485875
Thanh Trì,0,0,8.0,45.0,177777777.7777778
Gia Lâm,0,0,5.0,45.0,111111111.1111111
Bắc Từ Liêm,0,0,5.0,83.0,60240963.855421685
Gia Lâm,0,0,4.0,52.0,76923076.92307693
Hoài Đức,0,0,16.0,94.0,170212765.9574468
Hoàng Mai,0,0,7.0,40.0,175000000.0
Hà Đông,0,0,6.0,71.0,84507042.25352113
Hoài Đức,0,0,0.17,200.0,850000.0
Hà Đông,0,0,7.0,38.0,184210526.31578946
Nam Từ Liêm,0,0,5.0,105.0,47619047.61904762
Gia Lâm,0,0,16.0,67.0,238805970.14925373
Hoài Đức,0,0,25.0,215.0,116279069.76744185
Nam Từ Liêm,0,0,30.0,78.0,384615384.61538464
Hà Đông,0,0,35.0,109.0,321100917.43119264
Hoàng Mai,0,0,1.0,48.0,20833333.333333332
Nam Từ Liêm,0,0,7.0,103.0,67961165.04854369
Bắc Từ Liêm,0,0,25.0,99.0,252525252.52525252
Ba Đình,0,0,12.0,27.0,444444444.4444444
Hai Bà Trưng,0,0,9.0,110.0,81818181.81818181
Hà Đông,0,0,4.0,40.0,100000000.0
Hà Đông,0,0,6.0,40.0,150000000.0
Đống Đa,0,0,9.0,42.0,214285714.2857143
Long Biên,0,0,6.0,60.0,100000000.0
Hai Bà Trưng,0,0,8.0,115.0,69565217.39130434
Hoài Đức,0,0,22.0,165.0,133333333.33333333
Long Biên,0,0,5.0,48.0,104166666.66666667
Gia Lâm,0,0,7.0,62.0,112903225.80645162
Đống Đa,0,0,29.0,60.0,483333333.3333333
Nam Từ Liêm,0,0,4.0,62.0,64516129.03225806
Ba Đình,0,0,34.0,88.0,386363636.3636364
Long Biên,0,0,4.0,32.0,125000000.0
Hà Đông,0,0,10.0,50.0,200000000.0
Cầu Giấy,0,0,25.0,60.0,416666666.6666667
Hoài Đức,0,0,35.0,285.0,122807017.54385965
Cầu Giấy,0,0,55.0,130.0,423076923.0769231
Bắc Từ Liêm,0,0,5.0,34.0,147058823.52941176
Đống Đa,0,0,8.0,52.0,153846153.84615386
Hai Bà Trưng,0,0,9.0,47.0,191489361.70212767
Thanh Xuân,0,0,5.0,88.0,56818181.81818182
Quốc Oai,0,0,2.0,45.0,44444444.44444445
Đống Đa,0,0,23.0,45.0,511111111.1111111
Long Biên,0,0,6.0,36.0,166666666.66666666
Hoàng Mai,0,0,18.0,55.0,327272727.27272725
Hoàng Mai,0,0,2.0,56.0,35714285.71428572
Hà Đông,0,0,13.0,50.0,260000000.0
Hoài Đức,0,0,6.0,50.0,120000000.0
Hoài Đức,0,0,36.0,305.0,118032786.8852459
Long Biên,0,0,4.0,32.0,125000000.0
Nam Từ Liêm,0,0,10.0,50.0,200000000.0
Long Biên,0,0,9.0,40.0,225000000.0
Long Biên,0,0,3.0,34.0,88235294.11764705
Gia Lâm,0,0,1.0,36.0,27777777.777777776
Đống Đa,0,0,3.0,19.0,157894736.84210527
Long Biên,0,0,14.0,90.0,155555555.55555555
Bắc Từ Liêm,0,0,5.0,70.0,71428571.42857143
Ba Vì,0,0,4.0,317.0,12618296.529968454
Long Biên,0,0,12.0,48.0,250000000.0
Mỹ Đức,0,0,0.65,150.0,4333333.333333333
Hoài Đức,0,0,22.0,162.0,135802469.13580248
Tây Hồ,0,0,5.0,60.0,83333333.33333333
Chương Mỹ,0,0,2.0,33.0,60606060.60606061
Thanh Xuân,0,0,8.0,38.0,210526315.78947368
Bắc Từ Liêm,0,0,7.0,42.0,166666666.66666666
Long Biên,0,0,26.0,122.0,213114754.09836066
Bắc Từ Liêm,0,0,7.0,42.0,166666666.66666666
Long Biên,0,0,26.0,122.0,213114754.09836066
Nam Từ Liêm,0,0,2.0,43.0,46511627.906976745
Đống Đa,0,0,2.0,15.0,133333333.33333333
Long Biên,0,0,11.0,56.0,196428571.42857143
Bắc Từ Liêm,0,0,6.0,41.0,146341463.41463414
Hà Đông,0,0,7.0,30.0,233333333.33333334
Hà Đông,0,0,4.0,88.0,45454545.45454545
Chương Mỹ,0,0,3.0,40.0,75000000.0
Nam Từ Liêm,0,0,7.0,137.0,51094890.510948904
Đống Đa,0,0,23.0,52.0,442307692.3076923
Hà Đông,0,0,6.0,50.0,120000000.0
Nam Từ Liêm,0,0,7.0,40.0,175000000.0
Hà Đông,0,0,3.0,75.0,40000000.0
Chương Mỹ,0,0,2.0,35.0,57142857.14285714
Hà Đông,0,0,36.0,130.0,276923076.9230769
Chương Mỹ,0,0,2.0,35.0,57142857.14285714
Hà Đông,0,0,36.0,130.0,276923076.9230769
Bắc Từ Liêm,0,0,14.0,66.0,212121212.12121212
Đống Đa,0,0,13.0,70.0,185714285.7142857
Thanh Trì,0,0,4.0,32.0,125000000.0
Hà Đông,0,0,8.0,33.0,242424242.42424244
Nam Từ Liêm,0,0,8.0,147.0,54421768.70748299
Hoàng Mai,0,0,15.0,95.0,157894736.84210527
Thanh Xuân,0,0,7.0,103.0,67961165.04854369
Ba Đình,0,0,4.0,75.0,53333333.333333336
Long Biên,0,0,9.0,43.0,209302325.58139536
Hoàng Mai,0,0,11.0,40.0,275000000.0
Nam Từ Liêm,0,0,6.0,110.0,54545454.54545455
Đông Anh,0,0,3.0,67.0,44776119.40298507
Long Biên,0,0,11.0,100.0,110000000.0
Đống Đa,0,0,4.0,100.0,40000000.0
Thanh Xuân,0,0,6.0,80.0,75000000.0
Long Biên,0,0,2.0,45.0,44444444.44444445
Hai Bà Trưng,0,0,13.0,70.0,185714285.7142857
Thanh Xuân,0,0,8.0,97.0,82474226.80412371
Cầu Giấy,0,0,12.0,57.0,210526315.78947368
Cầu Giấy,0,0,7.0,113.0,61946902.654867254
Thanh Xuân,0,0,7.0,100.0,70000000.0
Hai Bà Trưng,0,0,4.0,50.0,80000000.0
Thanh Xuân,0,0,5.0,65.0,76923076.92307693
Thanh Xuân,0,0,12.0,77.0,155844155.84415585
Bắc Từ Liêm,0,0,3.0,64.0,46875000.0
Thanh Xuân,0,0,5.0,30.0,166666666.66666666
Hà Đông,0,0,5.0,146.0,34246575.34246575
Gia Lâm,0,0,42.0,412.0,101941747.57281554
Đống Đa,0,0,3.0,86.0,34883720.930232555
Thanh Xuân,0,0,5.0,70.0,71428571.42857143
Đống Đa,0,0,19.0,94.0,202127659.57446808
Thanh Xuân,0,0,6.0,35.0,171428571.42857143
Thanh Xuân,0,0,6.0,35.0,171428571.42857143
Bắc Từ Liêm,0,0,5.0,48.0,104166666.66666667
Ba Đình,0,0,3.0,75.0,40000000.0
Nam Từ Liêm,0,0,14.0,70.0,200000000.0
Thanh Xuân,0,0,13.0,70.0,185714285.7142857
Chương Mỹ,0,0,2.0,32.0,62500000.0
Đông Anh,0,0,25.0,80.0,312500000.0
Nam Từ Liêm,0,0,4.0,32.0,125000000.0
Long Biên,0,0,12.0,60.0,200000000.0
Bắc Từ Liêm,0,0,21.0,94.0,223404255.31914893
Cầu Giấy,0,0,6.0,90.0,66666666.666666664
Gia Lâm,0,0,26.0,142.0,183098591.54929578
Gia Lâm,0,0,18.0,200.0,90000000.0
Thanh Xuân,0,0,5.0,71.0,70422535.2112676
Quốc Oai,0,0,2.0,45.0,44444444.44444445
Cầu Giấy,0,0,9.0,122.0,73770491.80327868
Thanh Xuân,0,0,7.0,100.0,70000000.0
Cầu Giấy,0,0,9.0,122.0,73770491.80327868
Thanh Xuân,0,0,7.0,100.0,70000000.0
Bắc Từ Liêm,0,0,25.0,102.0,245098039.21568626
Hoài Đức,0,0,4.0,33.0,121212121.21212122
Long Biên,0,0,19.0,130.0,146153846.15384614
Hai Bà Trưng,0,0,13.0,136.0,95588235.29411764
Hà Đông,0,0,5.0,60.0,83333333.33333333
Hoàng Mai,0,0,2.0,41.0,48780487.80487805
Đông Anh,0,0,5.0,70.0,71428571.42857143
Hoàng Mai,0,0,66.0,151.0,437086092.7152318
Hà Đông,0,0,5.0,33.0,151515151.5151515
Thanh Xuân,0,0,11.0,165.0,66666666.666666664
Thanh Xuân,0,0,6.0,71.0,84507042.25352113
Gia Lâm,0,0,21.0,96.0,218750000.0
Hà Đông,0,0,13.0,127.0,102362204.72440945
Đống Đa,0,0,5.0,38.0,131578947.36842105
Long Biên,0,0,18.0,78.0,230769230.76923078
Long Biên,0,0,18.0,78.0,230769230.76923078
Hoàng Mai,0,0,14.0,65.0,215384615.3846154
Hà Đông,0,0,3.0,33.0,90909090.9090909
Hà Đông,0,0,3.0,45.0,66666666.666666664
Thanh Xuân,0,0,7.0,93.0,75268817.20430107
Hoàng Mai,0,0,66.0,151.0,437086092.7152318
Hà Đông,0,0,3.0,65.0,46153846.15384615
Hà Đông,0,0,4.0,75.0,53333333.333333336
Thanh Xuân,0,0,5.0,72.0,69444444.44444445
Tây Hồ,0,0,19.0,119.0,159663865.54621848
Phú Xuyên,0,0,1.0,80.0,12500000.0
Thanh Xuân,0,0,6.0,72.0,83333333.33333333
Thanh Xuân,0,0,1.0,50.0,20000000.0
Cầu Giấy,0,0,65.0,340.0,191176470.5882353
Gia Lâm,0,0,2.0,40.0,50000000.0
Thanh Xuân,0,0,6.0,87.0,68965517.2413793
Đống Đa,0,0,15.0,55.0,272727272.72727275
Thanh Xuân,0,0,6.0,87.0,68965517.2413793
Đống Đa,0,0,15.0,55.0,272727272.72727275
Thanh Trì,0,0,8.0,30.0,266666666.66666666
Cầu Giấy,0,0,8.0,97.0,82474226.80412371
Cầu Giấy,0,0,10.0,160.0,62500000.0
Tây Hồ,0,0,48.0,140.0,342857142.85714287
Hà Đông,0,0,6.0,122.0,49180327.86885246
Tây Hồ,0,0,22.0,75.0,293333333.3333333
Long Biên,0,0,6.0,54.0,111111111.1111111
Nam Từ Liêm,0,0,7.0,48.0,145833333.33333334
Thanh Xuân,0,0,9.0,103.0,87378640.77669904
Hoàng Mai,0,0,0.44,151.0,2913907.284768212
Thanh Xuân,0,0,7.0,79.0,88607594.93670887
Nam Từ Liêm,0,0,12.0,54.0,222222222.2222222
Nam Từ Liêm,0,0,19.0,95.0,200000000.0
Nam Từ Liêm,0,0,7.0,41.0,170731707.31707317
Bắc Từ Liêm,0,0,10.0,60.0,166666666.66666666
Đống Đa,0,0,17.0,76.0,223684210.52631578
Nam Từ Liêm,0,0,9.0,50.0,180000000.0
Hà Đông,0,0,4.0,99.0,40404040.4040404
Bắc Từ Liêm,0,0,8.0,45.0,177777777.7777778
Gia Lâm,0,0,2.0,55.0,36363636.36363637
Nam Từ Liêm,0,0,9.0,50.0,180000000.0
Hà Đông,0,0,3.0,91.0,32967032.967032965
Tây Hồ,0,0,45.0,200.0,225000000.0
Nam Từ Liêm,0,0,7.0,55.0,127272727.27272727
Cầu Giấy,0,0,10.0,110.0,90909090.9090909
Nam Từ Liêm,0,0,10.0,50.0,200000000.0
Cầu Giấy,0,0,29.0,75.0,386666666.6666667
Hoài Đức,0,0,4.0,32.0,125000000.0
Hoài Đức,0,0,4.0,32.0,125000000.0
Bắc Từ Liêm,0,0,15.0,65.0,230769230.76923078
Cầu Giấy,0,0,9.0,40.0,225000000.0
Cầu Giấy,0,0,12.0,60.0,200000000.0
Long Biên,0,0,3.0,50.0,60000000.0
Long Biên,0,0,5.0,38.0,131578947.36842105
Nam Từ Liêm,0,0,10.0,50.0,200000000.0
Hoàng Mai,0,0,3.0,85.0,35294117.64705882
Thạch Thất,0,0,3.0,393.0,7633587.786259542
Hoàng Mai,0,0,6.0,35.0,171428571.42857143
Bắc Từ Liêm,0,0,9.0,50.0,180000000.0
Cầu Giấy,0,0,20.0,95.0,210526315.78947368
Nam Từ Liêm,0,0,9.0,45.0,200000000.0
Hai Bà Trưng,0,0,27.0,70.0,385714285.71428573
Nam Từ Liêm,0,0,7.0,110.0,63636363.63636363
Cầu Giấy,0,0,8.0,96.0,83333333.33333333
Tây Hồ,0,0,0.113,107.0,1056074.7663551401
Long Biên,0,0,11.0,61.0,180327868.852459
Long Biên,0,0,4.0,35.0,114285714.28571428
Cầu Giấy,0,0,10.0,155.0,64516129.03225806
Cầu Giấy,0,0,49.0,130.0,376923076.9230769
Hoàng Mai,0,0,29.0,60.0,483333333.3333333
Cầu Giấy,0,0,6.0,85.0,70588235.29411764
Long Biên,0,0,4.0,40.0,100000000.0
Sóc Sơn,0,0,1.0,72.0,13888888.888888888
Gia Lâm,0,0,2.0,55.0,36363636.36363637
Hai Bà Trưng,0,0,7.0,45.0,155555555.55555555
Long Biên,0,0,5.0,35.0,142857142.85714287
Quốc Oai,0,0,2.0,85.0,23529411.76470588
Bắc Từ Liêm,0,0,3.0,64.0,46875000.0
Gia Lâm,0,0,1.0,28.0,35714285.71428572
Cầu Giấy,0,0,10.0,135.0,74074074.07407407
Đống Đa,0,0,4.0,36.0,111111111.1111111
Thanh Xuân,0,0,18.0,70.0,257142857.14285713
Hoàng Mai,0,0,8.0,35.0,228571428.57142857
Cầu Giấy,0,0,18.0,55.0,327272727.27272725
Cầu Giấy,0,0,9.0,127.0,70866141.73228346
Hà Đông,0,0,8.0,50.0,160000000.0
Hoàng Mai,0,0,1.0,46.0,21739130.43478261
Cầu Giấy,0,0,41.0,105.0,390476190.47619045
Hà Đông,0,0,3.0,78.0,38461538.461538464
Hà Đông,0,0,3.0,75.0,40000000.0
Nam Từ Liêm,0,0,3.0,43.0,69767441.86046511
Cầu Giấy,0,0,7.0,45.0,155555555.55555555
Hoàng Mai,0,0,8.0,60.0,133333333.33333333
Hoàng Mai,0,0,8.0,60.0,133333333.33333333
Đống Đa,0,0,33.0,130.0,253846153.84615386
Hà Đông,0,0,5.0,116.0,43103448.27586207
Đống Đa,0,0,11.0,85.0,129411764.70588236
Hai Bà Trưng,0,0,10.0,58.0,172413793.10344827
Hoàng Mai,0,0,5.0,89.0,56179775.28089888
Hoàng Mai,0,0,8.0,37.0,216216216.2162162
Hà Đông,0,0,17.0,50.0,340000000.0
Thanh Xuân,0,0,8.0,93.0,86021505.37634408
Hà Đông,0,0,8.0,136.0,58823529.4117647
Thanh Trì,0,0,78.0,320.0,243750000.0
Bắc Từ Liêm,0,0,12.0,82.0,146341463.41463414
Hà Đông,0,0,5.0,112.0,44642857.14285714
Cầu Giấy,0,0,8.0,113.0,70796460.17699115
Cầu Giấy,0,0,22.0,62.0,354838709.67741936
Gia Lâm,0,0,0.19,140.0,1357142.857142857
Gia Lâm,0,0,0.19,140.0,1357142.857142857
Thanh Xuân,0,0,1.0,35.0,28571428.57142857
Đống Đa,0,0,6.0,26.0,230769230.76923078
Nam Từ Liêm,0,0,4.0,62.0,64516129.03225806
Hoàng Mai,0,0,6.0,40.0,150000000.0
Cầu Giấy,0,0,2.0,44.0,45454545.45454545
Nam Từ Liêm,0,0,4.0,54.0,74074074.07407407
Ba Đình,0,0,3.0,75.0,40000000.0
Ba Đình,0,0,6.0,32.0,187500000.0
Hà Đông,0,0,9.0,32.0,281250000.0
Nam Từ Liêm,0,0,3.0,55.0,54545454.54545455
Ba Đình,0,0,2.0,65.0,30769230.769230768
Đống Đa,0,0,23.0,57.0,403508771.9298246
Gia Lâm,0,0,5.0,60.0,83333333.33333333
Hoài Đức,0,0,3.0,66.0,45454545.45454545
Cầu Giấy,0,0,3.0,65.0,46153846.15384615
Nam Từ Liêm,0,0,6.0,35.0,171428571.42857143
Cầu Giấy,0,0,3.0,65.0,46153846.15384615
Nam Từ Liêm,0,0,6.0,35.0,171428571.42857143
Nam Từ Liêm,0,0,7.0,40.0,175000000.0
Cầu Giấy,0,0,6.0,88.0,68181818.18181819
Nam Từ Liêm,0,0,3.0,59.0,50847457.62711865
Cầu Giấy,0,0,11.0,50.0,220000000.0
Tây Hồ,0,0,30.0,222.0,135135135.13513514
Hà Đông,0,0,4.0,40.0,100000000.0
Long Biên,0,0,5.0,77.0,64935064.935064934
Long Biên,0,0,4.0,40.0,100000000.0
Hoàng Mai,0,0,3.0,21.0,142857142.85714287
Gia Lâm,0,0,5.0,82.0,60975609.75609756
Nam Từ Liêm,0,0,3.0,69.0,43478260.86956522
Hà Đông,0,0,8.0,62.0,129032258.06451613
Hà Đông,0,0,8.0,62.0,129032258.06451613
Long Biên,0,0,4.0,32.0,125000000.0
Long Biên,0,0,9.0,47.0,191489361.70212767
Hà Đông,0,0,4.0,85.0,47058823.52941176
Long Biên,0,0,41.0,176.0,232954545.45454547
Đống Đa,0,0,79.0,135.0,585185185.1851852
Long Biên,0,0,9.0,50.0,180000000.0
Long Biên,0,0,23.0,114.0,201754385.9649123
Long Biên,0,0,58.0,203.0,285714285.71428573
Hoàng Mai,0,0,6.0,35.0,171428571.42857143
Hà Đông,0,0,4.0,76.0,52631578.94736842
Long Biên,0,0,7.0,38.0,184210526.31578946
Nam Từ Liêm,0,0,9.0,142.0,63380281.69014084
Long Biên,0,0,14.0,90.0,155555555.55555555
Long Biên,0,0,4.0,33.0,121212121.21212122
Nam Từ Liêm,0,0,5.0,73.0,68493150.6849315
Long Biên,0,0,6.0,32.0,187500000.0
Hà Đông,0,0,11.0,48.0,229166666.66666666
Thanh Xuân,0,0,9.0,136.0,66176470.5882353
Hai Bà Trưng,0,0,4.0,29.0,137931034.4827586
Thạch Thất,0,0,4.0,87.0,45977011.494252875
Nam Từ Liêm,0,0,6.0,129.0,46511627.906976745
Ba Đình,0,0,9.0,93.0,96774193.5483871
Sóc Sơn,0,0,4.0,100.0,40000000.0
Cầu Giấy,0,0,17.0,86.0,197674418.60465115
Long Biên,0,0,4.0,32.0,125000000.0
Long Biên,0,0,5.0,126.0,39682539.68253968
Hoàng Mai,0,0,6.0,35.0,171428571.42857143
Nam Từ Liêm,0,0,3.0,54.0,55555555.55555555
Bắc Từ Liêm,0,0,5.0,78.0,64102564.102564104
Nam Từ Liêm,0,0,5.0,108.0,46296296.2962963
Bắc Từ Liêm,0,0,5.0,78.0,64102564.102564104
Nam Từ Liêm,0,0,5.0,108.0,46296296.2962963
Nam Từ Liêm,0,0,6.0,128.0,46875000.0
Cầu Giấy,0,0,8.0,89.0,89887640.4494382
Nam Từ Liêm,0,0,5.0,73.0,68493150.6849315
Hoàng Mai,0,0,6.0,35.0,171428571.42857143
Đông Anh,0,0,5.0,59.0,84745762.71186441
Thanh Trì,0,0,21.0,102.0,205882352.94117647
Cầu Giấy,0,0,6.0,78.0,76923076.92307693
Đống Đa,0,0,8.0,58.0,137931034.4827586
Nam Từ Liêm,0,0,7.0,107.0,65420560.74766355
Ba Đình,0,0,0.12,106.0,1132075.4716981133
Hai Bà Trưng,0,0,4.0,32.0,125000000.0
Hai Bà Trưng,0,0,4.0,32.0,125000000.0
Cầu Giấy,0,0,8.0,50.0,160000000.0
Hà Đông,0,0,25.0,91.0,274725274.72527474
Hai Bà Trưng,0,0,11.0,55.0,200000000.0
Gia Lâm,0,0,45.0,165.0,272727272.72727275
Phúc Thọ,0,0,0.81,42.0,19285714.285714287
Hà Đông,0,0,12.0,34.0,352941176.4705882
Thạch Thất,0,0,7.0,200.0,35000000.0
Hoàng Mai,0,0,3.0,74.0,40540540.54054054
Hoàng Mai,0,0,23.0,70.0,328571428.5714286
Nam Từ Liêm,0,0,9.0,37.0,243243243.24324325
Cầu Giấy,0,0,68.0,110.0,618181818.1818181
Thạch Thất,0,0,2.0,76.0,26315789.47368421
Đống Đa,0,0,9.0,51.0,176470588.2352941
Gia Lâm,0,0,17.0,84.0,202380952.3809524
Hà Đông,0,0,28.0,240.0,116666666.66666667
Nam Từ Liêm,0,0,6.0,31.0,193548387.0967742
Cầu Giấy,0,0,10.0,162.0,61728395.061728396
Long Biên,0,0,5.0,31.0,161290322.58064517
Cầu Giấy,0,0,10.0,162.0,61728395.061728396
Long Biên,0,0,5.0,31.0,161290322.58064517
Hà Đông,0,0,32.0,80.0,400000000.0
Hoàng Mai,0,0,16.0,55.0,290909090.90909094
Long Biên,0,0,5.0,45.0,111111111.1111111
Tây Hồ,0,0,9.0,48.0,187500000.0
Cầu Giấy,0,0,72.0,268.0,268656716.41791046
Cầu Giấy,0,0,4.0,60.0,66666666.666666664
Ba Đình,0,0,25.0,90.0,277777777.7777778
Long Biên,0,0,4.0,102.0,39215686.2745098
Nam Từ Liêm,0,0,4.0,83.0,48192771.084337346
Hà Đông,0,0,9.0,36.0,250000000.0
Đống Đa,0,0,6.0,32.0,187500000.0
Nam Từ Liêm,0,0,7.0,133.0,52631578.94736842
Bắc Từ Liêm,0,0,4.0,33.0,121212121.21212122
Hà Đông,0,0,50.0,310.0,161290322.58064517
Hà Đông,0,0,50.0,310.0,161290322.58064517
Nam Từ Liêm,0,0,7.0,107.0,65420560.74766355
Gia Lâm,0,0,24.0,236.0,101694915.2542373
Đống Đa,0,0,7.0,76.0,92105263.15789473
Thanh Trì,0,0,20.0,90.0,222222222.2222222
Đống Đa,0,0,15.0,38.0,394736842.1052632
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Long Biên,0,0,4.0,86.0,46511627.906976745
Sóc Sơn,0,0,1.0,50.0,20000000.0
Gia Lâm,0,0,10.0,85.0,117647058.8235294
Hoài Đức,0,0,4.0,37.0,108108108.1081081
Gia Lâm,0,0,4.0,86.0,46511627.906976745
Gia Lâm,0,0,68.0,276.0,246376811.5942029
Gia Lâm,0,0,70.0,276.0,253623188.4057971
Gia Lâm,0,0,70.0,276.0,253623188.4057971
Cầu Giấy,0,0,8.0,110.0,72727272.72727273
Hoài Đức,0,0,4.0,46.0,86956521.73913044
Hà Đông,0,0,26.0,55.0,472727272.72727275
Gia Lâm,0,0,14.0,129.0,108527131.78294574
Hà Đông,0,0,12.0,50.0,240000000.0
Thanh Xuân,0,0,13.0,52.0,250000000.0
Thanh Xuân,0,0,17.0,55.0,309090909.09090906
Đống Đa,0,0,30.0,54.0,555555555.5555556
Ba Đình,0,0,11.0,58.0,189655172.41379312
Hoàng Mai,0,0,6.0,33.0,181818181.8181818
Hà Đông,0,0,34.0,125.0,272000000.0
Hoài Đức,0,0,40.0,416.0,96153846.15384616
Hà Đông,0,0,13.0,50.0,260000000.0
Long Biên,0,0,3.0,76.0,39473684.21052632
Hai Bà Trưng,0,0,12.0,42.0,285714285.71428573
Nam Từ Liêm,0,0,39.0,145.0,268965517.2413793
Gia Lâm,0,0,15.0,75.0,200000000.0
Gia Lâm,0,0,16.0,120.0,133333333.33333333
Gia Lâm,0,0,1.0,47.0,21276595.74468085
Thanh Xuân,0,0,13.0,68.0,191176470.5882353
Tây Hồ,0,0,45.0,125.0,360000000.0
Thanh Xuân,0,0,9.0,40.0,225000000.0
Ba Đình,0,0,29.0,60.0,483333333.3333333
