district,bedrooms,bathrooms,price_vnd,area_m2,price_per_m2
Đống Đa,0,0,5.0,28.0,178571428.57142857
Long Biên,0,0,37.0,100.0,370000000.0
Cầu Giấy,0,0,4.0,55.0,72727272.72727273
Đống Đa,0,0,4.0,150.0,26666666.666666668
Tây Hồ,0,0,5.0,72.0,69444444.44444445
Nam Từ Liêm,0,0,2.0,36.0,55555555.55555555
Hoàng Mai,0,0,12.0,48.0,250000000.0
Ba Đình,0,0,4.0,70.0,57142857.14285714
Tây Hồ,0,0,4.0,60.0,66666666.666666664
Ba Đình,0,0,12.0,45.0,266666666.66666666
Long Biên,0,0,26.0,96.0,270833333.3333333
Thanh Xuân,0,0,11.0,57.0,192982456.14035088
Nam Từ Liêm,0,0,3.0,43.0,69767441.86046511
Nam Từ Liêm,0,0,8.0,37.0,216216216.2162162
Gia Lâm,0,0,4.0,36.0,111111111.1111111
Long Biên,0,0,7.0,53.0,132075471.6981132
Long Biên,0,0,18.0,52.0,346153846.15384614
Đống Đa,0,0,18.0,65.0,276923076.9230769
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Thanh Xuân,0,0,8.0,48.0,166666666.66666666
Thanh Xuân,0,0,8.0,48.0,166666666.66666666
Bắc Từ Liêm,0,0,7.0,100.0,70000000.0
Ba Đình,0,0,19.0,60.0,316666666.6666667
Long Biên,0,0,15.0,100.0,150000000.0
Long Biên,0,0,19.0,130.0,146153846.15384614
Long Biên,0,0,12.0,46.0,260869565.2173913
Đống Đa,0,0,7.0,42.0,166666666.66666666
Thanh Xuân,0,0,13.0,60.0,216666666.66666666
Đống Đa,0,0,21.0,60.0,350000000.0
Hoàng Mai,0,0,2.0,67.0,29850746.268656716
Hai Bà Trưng,0,0,6.0,33.0,181818181.8181818
Hoài Đức,0,0,52.0,240.0,216666666.66666666
Đống Đa,0,0,11.0,55.0,200000000.0
Long Biên,0,0,8.0,62.0,129032258.06451613
Đống Đa,0,0,8.0,46.0,173913043.47826087
Thanh Trì,0,0,4.0,35.0,114285714.28571428
Đống Đa,0,0,23.0,52.0,442307692.3076923
Hoài Đức,0,0,3.0,66.0,45454545.45454545
Hoài Đức,0,0,3.0,66.0,45454545.45454545
Long Biên,0,0,17.0,70.0,242857142.85714287
Thạch Thất,0,0,2.0,60.0,33333333.333333332
Nam Từ Liêm,0,0,7.0,40.0,175000000.0
Hà Đông,0,0,16.0,44.0,363636363.6363636
Hoàng Mai,0,0,29.0,250.0,116000000.0
Hai Bà Trưng,0,0,5.0,32.0,156250000.0
Hai Bà Trưng,0,0,6.0,32.0,187500000.0
Nam Từ Liêm,0,0,3.0,43.0,69767441.86046511
Long Biên,0,0,21.0,62.0,338709677.41935486
Cầu Giấy,0,0,30.0,60.0,500000000.0
Đống Đa,0,0,3.0,60.0,50000000.0
Hai Bà Trưng,0,0,6.0,43.0,139534883.72093022
Hà Đông,0,0,32.0,200.0,160000000.0
Thanh Xuân,0,0,25.0,110.0,227272727.27272728
Đống Đa,0,0,7.0,35.0,200000000.0
Hai Bà Trưng,0,0,6.0,30.0,200000000.0
Đống Đa,0,0,4.0,75.0,53333333.333333336
Đông Anh,0,0,0.11,51.0,2156862.745098039
Thanh Xuân,0,0,25.0,110.0,227272727.27272728
Đống Đa,0,0,7.0,35.0,200000000.0
Hai Bà Trưng,0,0,6.0,30.0,200000000.0
Đống Đa,0,0,4.0,75.0,53333333.333333336
Đông Anh,0,0,0.11,51.0,2156862.745098039
Đông Anh,0,0,27.0,100.0,270000000.0
Đông Anh,0,0,3.0,35.0,85714285.71428572
Thanh Xuân,0,0,7.0,38.0,184210526.31578946
Đông Anh,0,0,0.147,80.0,1837500.0
Hà Đông,0,0,4.0,121.0,33057851.23966942
Hà Đông,0,0,62.0,360.0,172222222.2222222
Long Biên,0,0,17.0,55.0,309090909.09090906
Nam Từ Liêm,0,0,5.0,105.0,47619047.61904762
Thanh Xuân,0,0,30.0,107.0,280373831.7757009
Tây Hồ,0,0,8.0,46.0,173913043.47826087
Gia Lâm,0,0,3.0,30.0,100000000.0
Bắc Từ Liêm,0,0,5.0,33.0,151515151.5151515
Hoàng Mai,0,0,8.0,52.0,153846153.84615386
Bắc Từ Liêm,0,0,5.0,33.0,151515151.5151515
Hoàng Mai,0,0,8.0,52.0,153846153.84615386
Hà Đông,0,0,8.0,154.0,51948051.948051944
Long Biên,0,0,0.23,268.0,858208.9552238806
Hoàng Mai,0,0,26.0,85.0,305882352.9411765
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Hoàng Mai,0,0,8.0,40.0,200000000.0
Hoàng Mai,0,0,21.0,75.0,280000000.0
Hà Đông,0,0,62.0,360.0,172222222.2222222
Cầu Giấy,0,0,21.0,105.0,200000000.0
Quốc Oai,0,0,2.0,73.0,27397260.273972604
Hoàn Kiếm,0,0,30.0,40.0,750000000.0
Nam Từ Liêm,0,0,9.0,50.0,180000000.0
Hai Bà Trưng,0,0,24.0,330.0,72727272.72727273
Hoàn Kiếm,0,0,41.0,60.0,683333333.3333334
Hai Bà Trưng,0,0,24.0,330.0,72727272.72727273
Hoàn Kiếm,0,0,41.0,60.0,683333333.3333334
Hà Đông,0,0,51.0,316.0,161392405.06329113
Tây Hồ,0,0,68.0,240.0,283333333.3333333
Sóc Sơn,0,0,1.0,128.0,7812500.0
Đống Đa,0,0,15.0,70.0,214285714.2857143
Hà Đông,0,0,7.0,50.0,140000000.0
Hoàng Mai,0,0,21.0,75.0,280000000.0
Thanh Xuân,0,0,5.0,30.0,166666666.66666666
Hai Bà Trưng,0,0,20.0,68.0,294117647.0588235
Tây Hồ,0,0,7.0,35.0,200000000.0
Hai Bà Trưng,0,0,23.0,190.0,121052631.57894737
Nam Từ Liêm,0,0,12.0,45.0,266666666.66666666
Bắc Từ Liêm,0,0,10.0,77.0,129870129.87012987
Nam Từ Liêm,0,0,5.0,43.0,116279069.76744185
Bắc Từ Liêm,0,0,10.0,77.0,129870129.87012987
Nam Từ Liêm,0,0,5.0,43.0,116279069.76744185
Đông Anh,0,0,15.0,70.0,214285714.2857143
Hai Bà Trưng,0,0,5.0,80.0,62500000.0
Gia Lâm,0,0,5.0,83.0,60240963.855421685
Long Biên,0,0,29.0,70.0,414285714.28571427
Long Biên,0,0,27.0,180.0,150000000.0
Hà Đông,0,0,8.0,50.0,160000000.0
Thạch Thất,0,0,2.0,71.0,28169014.08450704
Thạch Thất,0,0,2.0,68.0,29411764.70588235
Hoàng Mai,0,0,8.0,47.0,170212765.9574468
Hoàn Kiếm,0,0,27.0,70.0,385714285.71428573
Nam Từ Liêm,0,0,9.0,112.0,80357142.85714285
Long Biên,0,0,5.0,45.0,111111111.1111111
Hoàn Kiếm,0,0,27.0,70.0,385714285.71428573
Nam Từ Liêm,0,0,9.0,112.0,80357142.85714285
Long Biên,0,0,5.0,45.0,111111111.1111111
Cầu Giấy,0,0,95.0,300.0,316666666.6666667
Thanh Trì,0,0,70.0,300.0,233333333.33333334
Bắc Từ Liêm,0,0,5.0,60.0,83333333.33333333
Hoàng Mai,0,0,5.0,35.0,142857142.85714287
Long Biên,0,0,6.0,34.0,176470588.2352941
Bắc Từ Liêm,0,0,4.0,80.0,50000000.0
Long Biên,0,0,11.0,74.0,148648648.64864865
Bắc Từ Liêm,0,0,11.0,77.0,142857142.85714287
Long Biên,0,0,90.0,400.0,225000000.0
Bắc Từ Liêm,0,0,5.0,70.0,71428571.42857143
Bắc Từ Liêm,0,0,13.0,96.0,135416666.66666666
Ba Đình,0,0,12.0,78.0,153846153.84615386
Hai Bà Trưng,0,0,13.0,200.0,65000000.0
Hai Bà Trưng,0,0,13.0,200.0,65000000.0
Tây Hồ,0,0,6.0,82.0,73170731.70731707
Bắc Từ Liêm,0,0,34.0,180.0,188888888.8888889
Hoàng Mai,0,0,14.0,50.0,280000000.0
Thanh Trì,0,0,20.0,90.0,222222222.2222222
Tây Hồ,0,0,58.0,170.0,341176470.5882353
Hà Đông,0,0,17.0,70.0,242857142.85714287
Bắc Từ Liêm,0,0,5.0,38.0,131578947.36842105
Hoàng Mai,0,0,13.0,36.0,361111111.1111111
Nam Từ Liêm,0,0,22.0,55.0,400000000.0
Hà Đông,0,0,5.0,57.0,87719298.24561404
Hà Đông,0,0,9.0,32.0,281250000.0
Hà Đông,0,0,6.0,130.0,46153846.15384615
Hai Bà Trưng,0,0,6.0,42.0,142857142.85714287
Tây Hồ,0,0,14.0,124.0,112903225.80645162
Tây Hồ,0,0,5.0,25.0,200000000.0
Tây Hồ,0,0,17.0,125.0,136000000.0
Long Biên,0,0,6.0,45.0,133333333.33333333
Tây Hồ,0,0,17.0,125.0,136000000.0
Long Biên,0,0,6.0,45.0,133333333.33333333
Cầu Giấy,0,0,15.0,46.0,326086956.5217391
Thanh Xuân,0,0,5.0,30.0,166666666.66666666
Nam Từ Liêm,0,0,3.0,55.0,54545454.54545455
Đống Đa,0,0,6.0,42.0,142857142.85714287
Hà Đông,0,0,12.0,45.0,266666666.66666666
Tây Hồ,0,0,3.0,45.0,66666666.666666664
Đống Đa,0,0,7.0,39.0,179487179.4871795
Hai Bà Trưng,0,0,26.0,80.0,325000000.0
Hai Bà Trưng,0,0,26.0,55.0,472727272.72727275
Hoàng Mai,0,0,9.0,40.0,225000000.0
Hoàng Mai,0,0,95.0,310.0,306451612.9032258
Hai Bà Trưng,0,0,9.0,43.0,209302325.58139536
Hoàng Mai,0,0,9.0,40.0,225000000.0
Hoàng Mai,0,0,95.0,310.0,306451612.9032258
Hai Bà Trưng,0,0,9.0,43.0,209302325.58139536
Hoàng Mai,0,0,9.0,40.0,225000000.0
Thanh Xuân,0,0,20.0,70.0,285714285.71428573
Tây Hồ,0,0,15.0,52.0,288461538.46153843
Gia Lâm,0,0,5.0,50.0,100000000.0
Long Biên,0,0,21.0,83.0,253012048.19277108
Nam Từ Liêm,0,0,14.0,55.0,254545454.54545453
Thanh Xuân,0,0,0.3,75.0,4000000.0
Nam Từ Liêm,0,0,14.0,55.0,254545454.54545453
Nam Từ Liêm,0,0,14.0,55.0,254545454.54545453
Tây Hồ,0,0,68.0,105.0,647619047.6190476
Cầu Giấy,0,0,18.0,180.0,100000000.0
Long Biên,0,0,44.0,98.0,448979591.8367347
Hà Đông,0,0,11.0,56.0,196428571.42857143
Long Biên,0,0,46.0,216.0,212962962.96296296
Tây Hồ,0,0,15.0,52.0,288461538.46153843
Phú Xuyên,0,0,1.0,80.0,12500000.0
Long Biên,0,0,46.0,216.0,212962962.96296296
Tây Hồ,0,0,15.0,52.0,288461538.46153843
Phú Xuyên,0,0,1.0,80.0,12500000.0
Hoàng Mai,0,0,5.0,37.0,135135135.13513514
Thanh Xuân,0,0,7.0,55.0,127272727.27272727
Hoàng Mai,0,0,39.0,145.0,268965517.2413793
Gia Lâm,0,0,3.0,70.0,42857142.85714286
Nam Từ Liêm,0,0,14.0,68.0,205882352.94117647
Cầu Giấy,0,0,30.0,70.0,428571428.5714286
Đống Đa,0,0,9.0,48.0,187500000.0
Thanh Xuân,0,0,12.0,50.0,240000000.0
Đống Đa,0,0,4.0,30.0,133333333.33333333
Nam Từ Liêm,0,0,18.0,67.0,268656716.41791046
Long Biên,0,0,28.0,142.0,197183098.5915493
Long Biên,0,0,44.0,98.0,448979591.8367347
Hoàng Mai,0,0,23.0,54.0,425925925.9259259
Hai Bà Trưng,0,0,4.0,20.0,200000000.0
Cầu Giấy,0,0,10.0,61.0,163934426.2295082
Nam Từ Liêm,0,0,5.0,30.0,166666666.66666666
Cầu Giấy,0,0,10.0,61.0,163934426.2295082
Nam Từ Liêm,0,0,5.0,30.0,166666666.66666666
Nam Từ Liêm,0,0,4.0,61.0,65573770.49180328
Đống Đa,0,0,2.0,60.0,33333333.333333332
Long Biên,0,0,8.0,44.0,181818181.8181818
Đống Đa,0,0,6.0,35.0,171428571.42857143
Cầu Giấy,0,0,33.0,110.0,300000000.0
Hà Đông,0,0,4.0,72.0,55555555.55555555
Long Biên,0,0,42.0,180.0,233333333.33333334
Nam Từ Liêm,0,0,7.0,114.0,61403508.77192982
Nam Từ Liêm,0,0,5.0,80.0,62500000.0
Cầu Giấy,0,0,29.0,65.0,446153846.15384614
Hoàng Mai,0,0,11.0,70.0,157142857.14285713
Hai Bà Trưng,0,0,34.0,50.0,680000000.0
Đống Đa,0,0,25.0,92.0,271739130.4347826
Hoàng Mai,0,0,5.0,35.0,142857142.85714287
Đống Đa,0,0,19.0,55.0,345454545.45454544
Hà Đông,0,0,18.0,60.0,300000000.0
Bắc Từ Liêm,0,0,6.0,32.0,187500000.0
Long Biên,0,0,5.0,56.0,89285714.28571428
Đống Đa,0,0,19.0,55.0,345454545.45454544
Hà Đông,0,0,18.0,60.0,300000000.0
Bắc Từ Liêm,0,0,6.0,32.0,187500000.0
Long Biên,0,0,5.0,56.0,89285714.28571428
Đống Đa,0,0,29.0,70.0,414285714.28571427
Cầu Giấy,0,0,7.0,36.0,194444444.44444445
Hai Bà Trưng,0,0,5.0,30.0,166666666.66666666
Long Biên,0,0,36.0,114.0,315789473.68421054
Gia Lâm,0,0,5.0,71.0,70422535.2112676
Đống Đa,0,0,42.0,85.0,494117647.0588235
Đống Đa,0,0,37.0,75.0,493333333.3333333
Hai Bà Trưng,0,0,6.0,35.0,171428571.42857143
Nam Từ Liêm,0,0,1.0,37.0,27027027.027027026
Đống Đa,0,0,27.0,48.0,562500000.0
Cầu Giấy,0,0,19.0,100.0,190000000.0
Đống Đa,0,0,2.0,19.0,105263157.89473684
Đống Đa,0,0,29.0,86.0,337209302.3255814
Đống Đa,0,0,29.0,86.0,337209302.3255814
Đống Đa,0,0,15.0,157.0,95541401.27388535
Hà Đông,0,0,12.0,50.0,240000000.0
Ba Đình,0,0,7.0,28.0,250000000.0
Đống Đa,0,0,8.0,52.0,153846153.84615386
Hoàng Mai,0,0,6.0,78.0,76923076.92307693
Đống Đa,0,0,3.0,18.0,166666666.66666666
Thanh Trì,0,0,8.0,45.0,177777777.7777778
Thanh Trì,0,0,4.0,40.0,100000000.0
Hoàng Mai,0,0,5.0,55.0,90909090.9090909
Nam Từ Liêm,0,0,5.0,105.0,47619047.61904762
Đống Đa,0,0,9.0,52.0,173076923.07692307
Hoàng Mai,0,0,7.0,45.0,155555555.55555555
Đống Đa,0,0,9.0,64.0,140625000.0
Hà Đông,0,0,7.0,52.0,134615384.6153846
Thanh Xuân,0,0,8.0,110.0,72727272.72727273
Đống Đa,0,0,5.0,23.0,217391304.3478261
Nam Từ Liêm,0,0,6.0,70.0,85714285.71428572
Hoàng Mai,0,0,5.0,32.0,156250000.0
Nam Từ Liêm,0,0,6.0,70.0,85714285.71428572
Hoàng Mai,0,0,5.0,32.0,156250000.0
Đống Đa,0,0,15.0,145.0,103448275.86206897
Ba Đình,0,0,9.0,35.0,257142857.14285713
Thanh Xuân,0,0,8.0,138.0,57971014.492753625
Cầu Giấy,0,0,21.0,112.0,187500000.0
Ba Đình,0,0,7.0,32.0,218750000.0
Nam Từ Liêm,0,0,5.0,86.0,58139534.88372093
Cầu Giấy,0,0,7.0,87.0,80459770.11494254
Hà Đông,0,0,29.0,182.0,159340659.34065935
Nam Từ Liêm,0,0,6.0,79.0,75949367.0886076
Thanh Xuân,0,0,7.0,80.0,87500000.0
Quốc Oai,0,0,3.0,40.0,75000000.0
Nam Từ Liêm,0,0,5.0,109.0,45871559.633027524
Hoàng Mai,0,0,5.0,31.0,161290322.58064517
Thanh Xuân,0,0,3.0,80.0,37500000.0
Cầu Giấy,0,0,6.0,80.0,75000000.0
Đống Đa,0,0,29.0,60.0,483333333.3333333
Hoài Đức,0,0,10.0,42.0,238095238.0952381
Long Biên,0,0,12.0,72.0,166666666.66666666
Đống Đa,0,0,14.0,140.0,100000000.0
Đống Đa,0,0,16.0,68.0,235294117.6470588
Hà Đông,0,0,5.0,31.0,161290322.58064517
Nam Từ Liêm,0,0,5.0,35.0,142857142.85714287
Nam Từ Liêm,0,0,12.0,60.0,200000000.0
Cầu Giấy,0,0,11.0,45.0,244444444.44444445
Cầu Giấy,0,0,11.0,41.0,268292682.92682928
Nam Từ Liêm,0,0,9.0,46.0,195652173.91304347
Hoài Đức,0,0,3.0,91.0,32967032.967032965
Cầu Giấy,0,0,10.0,25.0,400000000.0
Đống Đa,0,0,5.0,25.0,200000000.0
Cầu Giấy,0,0,8.0,140.0,57142857.14285714
Tây Hồ,0,0,7.0,43.0,162790697.6744186
Gia Lâm,0,0,3.0,41.0,73170731.70731707
Quốc Oai,0,0,2.0,79.0,25316455.69620253
Tây Hồ,0,0,7.0,43.0,162790697.6744186
Gia Lâm,0,0,3.0,41.0,73170731.70731707
Quốc Oai,0,0,2.0,79.0,25316455.69620253
Thanh Xuân,0,0,27.0,75.0,360000000.0
Đống Đa,0,0,10.0,45.0,222222222.2222222
Ba Đình,0,0,7.0,83.0,84337349.39759035
Ba Đình,0,0,8.0,45.0,177777777.7777778
Nam Từ Liêm,0,0,5.0,104.0,48076923.07692308
Đống Đa,0,0,18.0,57.0,315789473.68421054
Nam Từ Liêm,0,0,4.0,84.0,47619047.61904762
Cầu Giấy,0,0,6.0,98.0,61224489.79591837
Đông Anh,0,0,3.0,66.0,45454545.45454545
Bắc Từ Liêm,0,0,5.0,83.0,60240963.855421685
Tây Hồ,0,0,32.0,52.0,615384615.3846154
Đống Đa,0,0,36.0,88.0,409090909.09090906
Hoàn Kiếm,0,0,28.0,106.0,264150943.3962264
Cầu Giấy,0,0,39.0,165.0,236363636.36363637
Đống Đa,0,0,36.0,88.0,409090909.09090906
Hoàn Kiếm,0,0,28.0,106.0,264150943.3962264
Cầu Giấy,0,0,39.0,165.0,236363636.36363637
Cầu Giấy,0,0,7.0,125.0,56000000.0
Đống Đa,0,0,40.0,125.0,320000000.0
Ba Đình,0,0,8.0,41.0,195121951.2195122
Hà Đông,0,0,10.0,37.0,270270270.2702703
Nam Từ Liêm,0,0,6.0,138.0,43478260.86956522
Ba Đình,0,0,46.0,125.0,368000000.0
Long Biên,0,0,18.0,75.0,240000000.0
Tây Hồ,0,0,36.0,180.0,200000000.0
Cầu Giấy,0,0,5.0,71.0,70422535.2112676
Long Biên,0,0,26.0,100.0,260000000.0
Hai Bà Trưng,0,0,39.0,105.0,371428571.4285714
Nam Từ Liêm,0,0,3.0,42.0,71428571.42857143
Cầu Giấy,0,0,5.0,78.0,64102564.102564104
Ba Đình,0,0,35.0,105.0,333333333.3333333
Nam Từ Liêm,0,0,8.0,118.0,67796610.16949153
Hai Bà Trưng,0,0,35.0,75.0,466666666.6666667
Hai Bà Trưng,0,0,12.0,31.0,387096774.1935484
Cầu Giấy,0,0,8.0,43.0,186046511.62790698
Hai Bà Trưng,0,0,33.0,230.0,143478260.86956522
Đống Đa,0,0,4.0,23.0,173913043.47826087
Hoài Đức,0,0,5.0,44.0,113636363.63636364
Ba Đình,0,0,3.0,75.0,40000000.0
Cầu Giấy,0,0,13.0,58.0,224137931.03448275
Long Biên,0,0,24.0,95.0,252631578.9473684
Nam Từ Liêm,0,0,10.0,50.0,200000000.0
Nam Từ Liêm,0,0,3.0,65.0,46153846.15384615
Nam Từ Liêm,0,0,10.0,40.0,250000000.0
Long Biên,0,0,5.0,31.0,161290322.58064517
Hà Đông,0,0,4.0,32.0,125000000.0
Hà Đông,0,0,6.0,36.0,166666666.66666666
Ba Đình,0,0,7.0,42.0,166666666.66666666
Nam Từ Liêm,0,0,9.0,55.0,163636363.63636363
Ba Đình,0,0,7.0,33.0,212121212.12121212
Hà Đông,0,0,6.0,30.0,200000000.0
Nam Từ Liêm,0,0,9.0,55.0,163636363.63636363
Ba Đình,0,0,7.0,33.0,212121212.12121212
Hà Đông,0,0,6.0,30.0,200000000.0
Ba Đình,0,0,8.0,40.0,200000000.0
Ba Đình,0,0,8.0,40.0,200000000.0
Ba Đình,0,0,6.0,33.0,181818181.8181818
Hà Đông,0,0,4.0,34.0,117647058.8235294
Ba Đình,0,0,7.0,42.0,166666666.66666666
Tây Hồ,0,0,39.0,135.0,288888888.8888889
Ba Đình,0,0,7.0,42.0,166666666.66666666
Ba Đình,0,0,7.0,40.0,175000000.0
Nam Từ Liêm,0,0,3.0,55.0,54545454.54545455
Thanh Xuân,0,0,5.0,57.0,87719298.24561404
Nam Từ Liêm,0,0,9.0,45.0,200000000.0
Hà Đông,0,0,8.0,100.0,80000000.0
Ba Đình,0,0,7.0,32.0,218750000.0
Tây Hồ,0,0,8.0,45.0,177777777.7777778
Thanh Xuân,0,0,29.0,107.0,271028037.3831776
Thanh Xuân,0,0,29.0,107.0,271028037.3831776
Ba Đình,0,0,8.0,48.0,166666666.66666666
Ba Đình,0,0,6.0,30.0,200000000.0
Hoàn Kiếm,0,0,45.0,50.0,900000000.0
Nam Từ Liêm,0,0,8.0,54.0,148148148.14814815
Thanh Trì,0,0,5.0,55.0,90909090.9090909
Cầu Giấy,0,0,18.0,68.0,264705882.3529412
Hoàng Mai,0,0,3.0,75.0,40000000.0
Bắc Từ Liêm,0,0,6.0,45.0,133333333.33333333
Thanh Oai,0,0,3.0,33.0,90909090.9090909
Long Biên,0,0,6.0,102.0,58823529.4117647
Tây Hồ,0,0,6.0,60.0,100000000.0
Thạch Thất,0,0,14.0,300.0,46666666.666666664
Hà Đông,0,0,5.0,38.0,131578947.36842105
Mê Linh,0,0,2.0,65.0,30769230.769230768
Cầu Giấy,0,0,50.0,160.0,312500000.0
Tây Hồ,0,0,6.0,45.0,133333333.33333333
Yên Thủy,0,0,1.0,168.0,5952380.952380952
Gia Lâm,0,0,2.0,36.0,55555555.55555555
Ba Đình,0,0,5.0,80.0,62500000.0
Tây Hồ,0,0,12.0,46.0,260869565.2173913
Ba Đình,0,0,4.0,37.0,108108108.1081081
Nam Từ Liêm,0,0,7.0,93.0,75268817.20430107
Thanh Xuân,0,0,9.0,45.0,200000000.0
Thanh Xuân,0,0,3.0,65.0,46153846.15384615
Nam Từ Liêm,0,0,3.0,34.0,88235294.11764705
Hoàng Mai,0,0,4.0,68.0,58823529.4117647
Nam Từ Liêm,0,0,7.0,93.0,75268817.20430107
Thanh Xuân,0,0,9.0,45.0,200000000.0
Thạch Thất,0,0,14.0,300.0,46666666.666666664
Thanh Xuân,0,0,3.0,65.0,46153846.15384615
Nam Từ Liêm,0,0,3.0,34.0,88235294.11764705
Hoàng Mai,0,0,4.0,68.0,58823529.4117647
Yên Thủy,0,0,1.0,168.0,5952380.952380952
Cầu Giấy,0,0,7.0,81.0,86419753.08641975
Hoàng Mai,0,0,4.0,70.0,57142857.14285714
Ba Đình,0,0,15.0,50.0,300000000.0
Nam Từ Liêm,0,0,6.0,39.0,153846153.84615386
Cầu Giấy,0,0,8.0,117.0,68376068.37606838
Hoàng Mai,0,0,6.0,91.0,65934065.93406593
Ba Đình,0,0,15.0,37.0,405405405.4054054
Nam Từ Liêm,0,0,7.0,69.0,101449275.36231884
Nam Từ Liêm,0,0,5.0,127.0,39370078.74015748
Nam Từ Liêm,0,0,5.0,93.0,53763440.86021505
Tây Hồ,0,0,22.0,50.0,440000000.0
Tây Hồ,0,0,22.0,50.0,440000000.0
Long Biên,0,0,11.0,48.0,229166666.66666666
Sóc Sơn,0,0,4.0,132.0,30303030.303030305
Mê Linh,0,0,2.0,65.0,30769230.769230768
Thạch Thất,0,0,14.0,300.0,46666666.666666664
Gia Lâm,0,0,2.0,48.0,41666666.666666664
Sơn Tây,0,0,3.0,48.0,62500000.0
Nam Từ Liêm,0,0,4.0,80.0,50000000.0
Yên Thủy,0,0,1.0,168.0,5952380.952380952
Gia Lâm,0,0,14.0,162.0,86419753.08641975
Gia Lâm,0,0,16.0,88.0,181818181.8181818
Hà Đông,0,0,42.0,107.0,392523364.4859813
Gia Lâm,0,0,3.0,65.0,46153846.15384615
Hà Đông,0,0,8.0,52.0,153846153.84615386
Hoàng Mai,0,0,17.0,80.0,212500000.0
Đống Đa,0,0,13.0,50.0,260000000.0
Nam Từ Liêm,0,0,3.0,60.0,50000000.0
Nam Từ Liêm,0,0,5.0,104.0,48076923.07692308
Nam Từ Liêm,0,0,5.0,104.0,48076923.07692308
Hoài Đức,0,0,3.0,32.0,93750000.0
Thanh Xuân,0,0,15.0,86.0,174418604.6511628
Hoàng Mai,0,0,5.0,100.0,50000000.0
Thạch Thất,0,0,14.0,300.0,46666666.666666664
Đống Đa,0,0,18.0,76.0,236842105.2631579
Bắc Từ Liêm,0,0,0.13,125.0,1040000.0
Hoàng Mai,0,0,7.0,40.0,175000000.0
Thanh Xuân,0,0,5.0,64.0,78125000.0
Yên Thủy,0,0,1.0,168.0,5952380.952380952
Đống Đa,0,0,6.0,105.0,57142857.14285714
Thanh Xuân,0,0,13.0,70.0,185714285.7142857
Ba Đình,0,0,20.0,75.0,266666666.66666666
Hoàng Mai,0,0,6.0,41.0,146341463.41463414
Hoàng Mai,0,0,22.0,100.0,220000000.0
Thanh Xuân,0,0,18.0,80.0,225000000.0
Hoài Đức,0,0,3.0,31.0,96774193.5483871
Hai Bà Trưng,0,0,10.0,45.0,222222222.2222222
Thanh Xuân,0,0,51.0,160.0,318750000.0
Hoàng Mai,0,0,8.0,34.0,235294117.6470588
Hoàng Mai,0,0,8.0,34.0,235294117.6470588
Đống Đa,0,0,32.0,86.0,372093023.25581396
Thạch Thất,0,0,3.0,90.0,33333333.333333332
Thạch Thất,0,0,14.0,300.0,46666666.666666664
Hai Bà Trưng,0,0,16.0,85.0,188235294.11764705
Cầu Giấy,0,0,4.0,60.0,66666666.666666664
Đống Đa,0,0,33.0,86.0,383720930.23255813
Hà Đông,0,0,4.0,35.0,114285714.28571428
Từ Sơn,0,0,5.0,75.0,66666666.666666664
Hoài Đức,0,0,49.0,280.0,175000000.0
Hoài Đức,0,0,4.0,41.0,97560975.6097561
Hoàng Mai,0,0,9.0,37.0,243243243.24324325
Hoàng Mai,0,0,6.0,34.0,176470588.2352941
Bắc Từ Liêm,0,0,28.0,84.0,333333333.3333333
Gia Lâm,0,0,3.0,54.0,55555555.55555555
Gia Lâm,0,0,2.0,47.0,42553191.4893617
Hà Đông,0,0,15.0,50.0,300000000.0
Đống Đa,0,0,32.0,85.0,376470588.2352941
Nam Từ Liêm,0,0,3.0,70.0,42857142.85714286
Đống Đa,0,0,33.0,84.0,392857142.85714287
Hoài Đức,0,0,17.0,80.0,212500000.0
Thanh Xuân,0,0,2.0,51.0,39215686.2745098
Thanh Xuân,0,0,11.0,52.0,211538461.53846154
Cầu Giấy,0,0,7.0,97.0,72164948.45360824
Yên Thủy,0,0,1.0,168.0,5952380.952380952
Hoàng Mai,0,0,9.0,38.0,236842105.2631579
Đống Đa,0,0,18.0,68.0,264705882.3529412
Ba Đình,0,0,8.0,37.0,216216216.2162162
Nam Từ Liêm,0,0,4.0,76.0,52631578.94736842
Hai Bà Trưng,0,0,16.0,85.0,188235294.11764705
Nam Từ Liêm,0,0,5.0,35.0,142857142.85714287
Hoàng Mai,0,0,3.0,68.0,44117647.058823526
Hoàng Mai,0,0,2.0,63.0,31746031.746031746
Thanh Trì,0,0,3.0,42.0,71428571.42857143
Long Biên,0,0,6.0,47.0,127659574.46808511
Thanh Trì,0,0,5.0,38.0,131578947.36842105
Hoàng Mai,0,0,3.0,83.0,36144578.313253015
Thanh Xuân,0,0,14.0,161.0,86956521.73913044
Ba Đình,0,0,5.0,74.0,67567567.56756757
Nam Từ Liêm,0,0,4.0,54.0,74074074.07407407
Thanh Xuân,0,0,13.0,169.0,76923076.92307693
Hoàng Mai,0,0,3.0,88.0,34090909.09090909
Nam Từ Liêm,0,0,3.0,41.0,73170731.70731707
Cầu Giấy,0,0,6.0,30.0,200000000.0
Từ Sơn,0,0,5.0,75.0,66666666.666666664
Sơn Tây,0,0,3.0,48.0,62500000.0
